 Catch_2004_1 Catch_2005_1 Catch_2006_1 Catch_2007_1  Catch_2004_2 Catch_2005_2 Catch_2006_2 Catch_2007_2  Catch_2004_3 Catch_2005_3 Catch_2006_3 Catch_2007_3  Catch_2004_4 Catch_2005_4 Catch_2006_4 Catch_2007_4  Catch_2004_5 Catch_2005_5 Catch_2006_5 Catch_2007_5  Catch_2004_6 Catch_2005_6 Catch_2006_6 Catch_2007_6  Catch_2004_7 Catch_2005_7 Catch_2006_7 Catch_2007_7  Catch_2004_8 Catch_2005_8 Catch_2006_8 Catch_2007_8  Catch_2004_9 Catch_2005_9 Catch_2006_9 Catch_2007_9  Catch_2004_10 Catch_2005_10 Catch_2006_10 Catch_2007_10  Catch_2004_11 Catch_2005_11 Catch_2006_11 Catch_2007_11  Catch_2004_12 Catch_2005_12 Catch_2006_12 Catch_2007_12  
 0 0 0 0  29561.6 41100.1 49164 0  59123.2 79039.5 90935.4 0  88684.9 113818 125811 0  118246 145436 154290 0  147808 173893 176867 0  177370 199189 194042 0  206931 221325 206310 0  236493 240299 214171 0  266055 256113 218120 0  295616 268766 218656 0  325178 278259 216275 0 
 0 0 0 0  38643.8 50593 58230.1 0  77287.6 96977.7 107076 0  115931 139154 147205 0  154575 177122 179281 0  193219 210882 203970 0  231863 240434 221938 0  270507 265778 233850 0  309150 286913 240373 0  347794 303840 242172 0  386438 316559 239912 0  425082 325069 234260 0 
 0 0 0 0  44414.2 59158.2 66430.4 0  88828.4 113493 121871 0  133243 163005 167088 0  177657 207694 202848 0  222071 247560 229917 0  266485 282603 249061 0  310899 312823 261047 0  355313 338219 266640 0  399728 358793 266608 0  444142 374543 261715 0  488556 385470 252730 0 
 0 0 0 0  43988.9 55751 62569.7 0  87977.9 106754 114766 0  131967 153008 157335 0  175956 194514 191022 0  219945 231272 216574 0  263934 263282 234737 0  307923 290544 246257 0  351912 313057 251881 0  395900 330822 252353 0  439889 343839 248421 0  483878 352107 240831 0 
 0 0 0 0  33400.5 44374.4 52807.3 0  66801 85101.6 97405.2 0  100202 122182 134374 0  133602 155615 164295 0  167003 185400 187748 0  200403 211539 205314 0  233804 234030 217573 0  267204 252874 225106 0  300605 268071 228495 0  334005 279621 228318 0  367406 287524 225157 0 
 0 0 0 0  45995.3 62291.8 74698.2 0  91990.6 119595 137988 0  137986 171911 190664 0  183981 219238 233516 0  229977 261577 267339 0  275972 298928 292926 0  321967 331291 311068 0  367962 358666 322559 0  413958 381052 328191 0  459953 398450 328757 0  505948 410860 325051 0 
 0 0 0 0  33575.5 44104.7 50591.8 0  67151 84552.4 92945 0  100727 121343 127643 0  134302 154477 155268 0  167878 183953 176404 0  201453 209773 191634 0  235029 231935 201541 0  268604 250441 206707 0  302180 265289 207716 0  335755 276481 205151 0  369331 284015 199595 0 
 0 0 0 0  32367.5 44571.7 55194.8 0  64735 85625.9 102246 0  97102.5 123163 141717 0  129470 157182 174168 0  161838 187683 200162 0  194205 214667 220260 0  226573 238134 235025 0  258940 258083 245018 0  291308 274515 250802 0  323675 287429 252938 0  356043 296825 251988 0 
 0 0 0 0  49940.8 65845.2 82822 0  99881.7 126289 153558 0  149823 181332 213062 0  199763 230974 262188 0  249704 275214 301790 0  299645 314054 332724 0  349586 347492 355842 0  399527 375529 372000 0  449468 398165 382052 0  499408 415399 386851 0  549349 427233 387252 0 
 0 0 0 0  53195 69679.8 86100.9 0  106390 133572 159352 0  159585 191675 220669 0  212780 243991 270969 0  265975 290519 311167 0  319170 331259 342178 0  372365 366210 364921 0  425560 395374 380309 0  478755 418750 389260 0  531950 436337 392688 0  585145 448137 391511 0 
 0 0 0 0  50662.8 63940 86449.9 0  101326 122348 160770 0  151988 175224 223841 0  202651 222567 276543 0  253314 264379 319757 0  303977 300659 354364 0  354639 331406 381242 0  405302 356622 401274 0  455965 376305 415339 0  506628 390457 424318 0  557291 399076 429091 0 
 0 0 0 0  43629.4 58947.1 73188.2 0  87258.7 113125 135476 0  130888 162533 187626 0  174517 207172 230399 0  218147 247041 264558 0  261776 282142 290863 0  305405 312472 310077 0  349035 338034 322962 0  392664 358826 330280 0  436294 374848 332791 0  479923 386101 331259 0 
 0 0 0 0  31271.6 44772.5 62636.8 0  62543.3 86124.4 117249 0  93814.9 124056 164385 0  125087 158566 204589 0  156358 189656 238410 0  187630 217326 266393 0  218902 241575 289085 0  250173 262403 307034 0  281445 279811 320786 0  312716 293798 330887 0  343988 304364 337885 0 
 0 0 0 0  39522.4 53467.4 65576.8 0  79044.8 102736 121517 0  118567 147807 168478 0  158090 188680 207118 0  197612 225354 238094 0  237134 257829 262064 0  276657 286107 279686 0  316179 310186 291617 0  355702 330067 298516 0  395224 345749 301039 0  434746 357233 299844 0 
 0 0 0 0  40284.4 53238.2 62596.3 0  80568.8 102126 115411 0  120853 146662 159131 0  161138 186848 194442 0  201422 222682 222030 0  241707 254166 242581 0  281991 281299 256783 0  322275 304082 265321 0  362560 322513 268881 0  402844 336594 268150 0  443129 346324 263813 0 
 0 0 0 0  42132 60684.4 83312 0  84264 116865 156008 0  126396 168541 218798 0  168528 215714 272392 0  210660 258383 317499 0  252792 296547 354830 0  294924 330208 385094 0  337056 359365 409000 0  379188 384018 427260 0  421320 404167 440581 0  463452 419812 449675 0 
 0 0 0 0  35469.9 50114.7 64613.9 0  70939.7 96486.9 120365 0  106410 139117 167838 0  141879 178004 207622 0  177349 213148 240302 0  212819 244550 266465 0  248289 272209 286697 0  283759 296126 301586 0  319229 316300 311717 0  354699 332732 317677 0  390168 345421 320054 0 
 0 0 0 0  43470.2 60824.3 77132.4 0  86940.4 117112 143501 0  130411 168862 199815 0  173881 216075 246782 0  217351 258751 285110 0  260821 296891 315507 0  304291 330493 338681 0  347762 359558 355341 0  391232 384086 366195 0  434702 404077 371951 0  478172 419532 373318 0 
 0 0 0 0  37298.4 52976.1 67460.6 0  74596.7 101957 125389 0  111895 146942 174421 0  149193 187932 215191 0  186492 224926 248332 0  223790 257926 274482 0  261089 286929 294273 0  298387 311938 308341 0  335685 332951 317320 0  372984 349968 321846 0  410282 362990 322553 0 
 0 0 0 0  41032.6 55703.6 70865.8 0  82065.3 107036 131714 0  123098 153997 183229 0  164131 196587 226096 0  205163 234805 261002 0  246196 268652 288631 0  287228 298128 309669 0  328261 323232 324800 0  369294 343965 334711 0  410326 360327 340086 0  451359 372317 341612 0 
 0 0 0 0  44795.2 61282.2 77633.4 0  89590.3 117749 144182 0  134386 169402 200407 0  179181 216239 247068 0  223976 258261 284925 0  268771 295468 314738 0  313566 327860 337268 0  358361 355437 353275 0  403157 378199 363519 0  447952 396145 368760 0  492747 409277 369758 0 
 0 0 0 0  43830.3 57228.5 65597.8 0  87660.6 109744 120632 0  131491 157548 165843 0  175321 200639 201973 0  219151 239018 229762 0  262982 272684 249954 0  306812 301638 263287 0  350642 325879 270505 0  394472 345408 272348 0  438303 360225 269558 0  482133 370329 262876 0 
 0 0 0 0  56128.7 69386.4 77955.7 0  112257 132706 142808 0  168386 189959 195513 0  224515 241146 237025 0  280644 286266 268298 0  336772 325319 290289 0  392901 358306 303952 0  449030 385226 310242 0  505159 406080 310114 0  561287 420866 304523 0  617416 429587 294425 0 
 0 0 0 0  37188.5 50057.3 57732.1 0  74377.1 96128.7 106319 0  111566 138214 146389 0  148754 176313 178567 0  185943 210427 203483 0  223131 240554 221761 0  260320 266695 234030 0  297508 288850 240917 0  334697 307019 243048 0  371885 321203 241052 0  409074 331400 235554 0 
 0 0 0 0  47897.5 65988.4 74677.3 0  95794.9 126894 137353 0  143692 182717 188828 0  191590 233457 229905 0  239487 279114 261385 0  287385 319688 284071 0  335282 355180 298765 0  383180 385588 306267 0  431077 410914 307381 0  478975 431158 302907 0  526872 446318 293649 0 
 0 0 0 0  30740.4 44621.2 53595.5 0  61480.8 85911.1 99094 0  92221.2 123870 137030 0  122962 158498 167936 0  153702 189794 192348 0  184442 217759 210798 0  215183 242393 223822 0  245923 263696 231952 0  276664 281668 235723 0  307404 296309 235669 0  338145 307618 232323 0 
 0 0 0 0  39057.6 54364.3 67137.2 0  78115.1 104537 124431 0  117173 150518 172547 0  156230 192307 212151 0  195288 229905 243910 0  234345 263311 268489 0  273403 292526 286555 0  312461 317548 298773 0  351518 338379 305811 0  390576 355019 308333 0  429633 367467 307006 0 
 0 0 0 0  42859.1 59240.4 75067.1 0  85718.3 113887 139443 0  128577 163940 193855 0  171437 209400 239029 0  214296 250266 275692 0  257155 286539 304573 0  300014 318218 326396 0  342873 345303 341890 0  385732 367795 351781 0  428591 385693 356796 0  471451 398998 357663 0 
 0 0 0 0  35064.7 54346.2 80650.5 0  70129.5 104861 151762 0  105194 151543 213951 0  140259 194394 267833 0  175324 233413 314024 0  210388 268599 353141 0  245453 299955 385798 0  280518 327478 412613 0  315583 351169 434202 0  350647 371029 451180 0  385712 387056 464163 0 
 0 0 0 0  39146.1 55454.9 66800.5 0  78292.2 106683 123550 0  117438 153685 170921 0  156584 196459 209584 0  195730 235007 240211 0  234876 269328 263474 0  274023 299423 280045 0  313169 325290 290595 0  352315 346931 295796 0  391461 364346 296319 0  430607 377533 292837 0 
 0 0 0 0  42370.2 61469.2 76947.1 0  84740.5 118391 142977 0  127111 170765 198808 0  169481 218591 245159 0  211851 261870 282749 0  254221 300602 312296 0  296592 334786 334519 0  338962 364422 350137 0  381332 389511 359868 0  423702 410052 364432 0  466072 426045 364546 0 
 0 0 0 0  33046.7 46010.5 59534.6 0  66093.5 88502.4 110860 0  99140.2 127476 154527 0  132187 162930 191091 0  165234 194866 221102 0  198280 223283 245114 0  231327 248182 263679 0  264374 269562 277350 0  297421 287423 286679 0  330467 301765 292219 0  363514 312589 294522 0 
 0 0 0 0  36595.6 47099.2 53601.8 0  73191.2 90246.5 98410.9 0  109787 129442 135051 0  146382 164685 164146 0  182978 195977 186319 0  219574 223316 202194 0  256169 246704 212395 0  292765 266140 217545 0  329360 281624 218269 0  365956 293156 215190 0  402552 300736 208931 0 
 0 0 0 0  32687.6 44196.9 54148.3 0  65375.1 84875.2 100202 0  98062.7 122035 138720 0  130750 155676 170257 0  163438 185798 195373 0  196125 212402 214624 0  228813 235487 228568 0  261501 255054 237763 0  294188 271102 242765 0  326876 283631 244133 0  359563 292642 242423 0 
 0 0 0 0  35216.9 46680.3 56916.3 0  70433.9 89561.9 105242 0  105651 128645 145579 0  140868 163929 178526 0  176085 195414 204687 0  211302 223101 224660 0  246519 246988 239048 0  281735 267077 248451 0  316952 283368 253470 0  352169 295859 254705 0  387386 304552 252759 0 
 0 0 0 0  39215.2 48646 65484.7 0  78430.3 93097.8 121885 0  117645 133355 169857 0  156861 169419 210056 0  196076 201288 243137 0  235291 228963 269754 0  274506 252444 290564 0  313721 271731 306221 0  352936 286823 317381 0  392152 297721 324700 0  431367 304425 328831 0 
 0 0 0 0  30778.7 38543.4 48175.2 0  61557.4 73792.9 89149.6 0  92336 105749 123440 0  123115 134411 151561 0  153893 159779 174030 0  184672 181854 191364 0  215451 200634 204077 0  246229 216121 212687 0  277008 228314 217709 0  307787 237214 219659 0  338566 242819 219054 0 
 0 0 0 0  46793.1 59756.2 66492.1 0  93586.1 114468 121824 0  140379 164134 166789 0  187172 208757 202183 0  233965 248334 228801 0  280758 282867 247437 0  327551 312355 258887 0  374344 336798 263944 0  421137 356197 263404 0  467931 370551 258062 0  514724 379860 248711 0 
 0 0 0 0  37590.1 49727.7 59528.8 0  75180.2 95377.8 109820 0  112770 136950 151523 0  150360 174445 185285 0  187950 207862 211756 0  225541 237201 231583 0  263131 262463 245415 0  300721 283647 253901 0  338311 300754 257689 0  375901 313783 257428 0  413491 322734 253766 0 
 0 0 0 0  43888.6 54727.8 63407.9 0  87777.2 104759 116649 0  131666 150094 160457 0  175554 190733 195567 0  219443 226675 222714 0  263331 257920 242632 0  307220 284469 256056 0  351109 306322 263720 0  394997 323478 266358 0  438886 335938 264706 0  482774 343701 259498 0 
 0 0 0 0  35591.2 48155.1 59838.1 0  71182.3 92506.3 110930 0  106773 133053 153873 0  142365 169796 189265 0  177956 202735 217706 0  213547 231870 239792 0  249138 257201 256122 0  284729 278728 267294 0  320320 296451 273907 0  355912 310370 276558 0  391503 320485 275845 0 
 0 0 0 0  28389.2 38196.8 48556.2 0  56778.5 73363.6 90259.8 0  85167.7 105500 125586 0  113557 134607 155009 0  141946 160684 179005 0  170335 183731 198047 0  198725 203747 212612 0  227114 220734 223174 0  255503 234690 230208 0  283892 245617 234189 0  312282 253513 235592 0 
 0 0 0 0  35809.5 48629.2 61915.5 0  71619.1 93424.9 115063 0  107429 134387 160047 0  143238 171516 197468 0  179048 204811 227932 0  214857 234273 252039 0  250667 259901 270395 0  286476 281696 283601 0  322286 299657 292260 0  358095 313785 296976 0  393905 324079 298352 0 
 0 0 0 0  39012.3 54436.4 75353.9 0  78024.5 104716 141025 0  117037 150839 197665 0  156049 192805 245928 0  195061 230614 286465 0  234074 264266 319928 0  273086 293761 346971 0  312098 319099 368246 0  351110 340281 384406 0  390123 357306 396102 0  429135 370173 403987 0 
 0 0 0 0  42546.8 58628.4 72889.4 0  85093.6 112782 135375 0  127640 162461 188154 0  170187 207665 231924 0  212734 248394 267381 0  255281 284649 295223 0  297828 316429 316147 0  340374 343734 330850 0  382921 366564 340030 0  425468 384920 344383 0  468015 398801 344607 0 
 0 0 0 0  41829.9 57705 74569.8 0  83659.8 110971 138886 0  125490 159797 193645 0  167320 204184 239542 0  209149 244131 277273 0  250979 279640 307536 0  292809 310709 331024 0  334639 337338 348435 0  376469 359528 360464 0  418299 377279 367808 0  460129 390590 371163 0 
 0 0 0 0  38743.9 54364.9 68158.6 0  77487.8 104554 126537 0  116232 150568 175798 0  154976 192406 216603 0  193720 230068 249615 0  232463 263555 275496 0  271207 292866 294908 0  309951 318001 308514 0  348695 338961 316974 0  387439 355745 320953 0  426183 368353 321111 0 
 0 0 0 0  49152.2 69046.7 94214.4 0  98304.3 132811 176286 0  147456 191292 247044 0  196609 244491 307317 0  245761 292408 357932 0  294913 335042 399718 0  344065 372393 433503 0  393217 404461 460117 0  442369 431247 480387 0  491522 452751 495141 0  540674 468971 505208 0 
 0 0 0 0  50003.7 64404 78817.1 0  100007 123455 145841 0  150011 177152 201909 0  200015 225496 247855 0  250019 268486 284515 0  300022 306123 312725 0  350026 338407 333320 0  400030 365337 347137 0  450033 386914 355010 0  500037 403138 357776 0  550041 414008 356270 0 
 0 0 0 0  32031 43112.7 63106.7 0  64062.1 82790 118379 0  96093.1 119032 166359 0  128124 151838 207588 0  160155 181209 242607 0  192186 207145 271958 0  224217 229645 296183 0  256248 248709 315823 0  288279 264338 331420 0  320310 276532 343515 0  352341 285290 352650 0 
 0 0 0 0  46997.5 62944.9 81201.9 0  93995.1 120855 151086 0  140993 173731 210442 0  187990 221573 260057 0  234988 264380 300720 0  281985 302152 333220 0  328983 334891 358345 0  375980 362594 376884 0  422978 385264 389625 0  469975 402898 397358 0  516973 415499 400870 0 
 0 0 0 0  51614.5 69531.6 91999.2 0  103229 133478 171397 0  154844 191838 239074 0  206458 244613 295915 0  258073 291802 342801 0  309687 333406 380615 0  361302 369424 410238 0  412916 399857 432553 0  464531 424704 448443 0  516145 443966 458790 0  567760 457642 464475 0 
 0 0 0 0  38701 57694.8 77759.7 0  77401.9 111182 145388 0  116103 160463 203556 0  154804 205535 252934 0  193505 246401 294191 0  232206 283059 327999 0  270907 315510 355028 0  309608 343754 375949 0  348309 367790 391431 0  387010 387620 402145 0  425711 403241 408762 0 
 0 0 0 0  42177.1 57873 74552.4 0  84354.3 111232 138749 0  126531 160077 193301 0  168709 204409 238917 0  210886 244226 276308 0  253063 279530 306184 0  295240 310319 329254 0  337417 336595 346228 0  379594 358357 357817 0  421771 375605 364731 0  463949 388340 367678 0 
 0 0 0 0  39111.1 52708.5 70172.1 0  78222.1 101227 130877 0  117333 145557 182771 0  156444 185697 226512 0  195555 221648 262758 0  234666 253409 292165 0  273777 280981 315392 0  312888 304363 333096 0  351999 323556 345934 0  391111 338560 354563 0  430222 349374 359642 0 
 0 0 0 0  34808 46896.2 59724.3 0  69616 90039 110939 0  104424 129428 154237 0  139232 165064 190211 0  174040 196947 219453 0  208848 225076 242555 0  243656 249452 260112 0  278464 270074 272714 0  313272 286943 280955 0  348080 300058 285427 0  382888 309420 286724 0 
 0 0 0 0  44934.2 57818.3 68330.9 0  89868.4 110834 125974 0  134803 159047 173685 0  179737 202456 212217 0  224671 241063 242327 0  269605 274868 264768 0  314539 303869 280296 0  359474 328068 289666 0  404408 347463 293632 0  449342 362056 292950 0  494276 371846 288374 0 
 0 0 0 0  43590.4 55989.1 67947.1 0  87180.7 107301 125607 0  130771 153937 173715 0  174361 195895 213004 0  217952 233177 244209 0  261542 265782 268063 0  305133 293710 285301 0  348723 316961 296657 0  392313 335535 302865 0  435904 349433 304658 0  479494 358653 302772 0 
 0 0 0 0  51179.4 69714.1 79518.2 0  102359 133847 146155 0  153538 192399 200803 0  204718 245369 244355 0  255897 292758 277704 0  307076 334566 301741 0  358256 370792 317360 0  409435 401438 325452 0  460615 426502 326911 0  511794 445985 322629 0  562974 459886 313499 0 
 0 0 0 0  51239 70740 82737.2 0  102478 135922 152525 0  153717 195545 210250 0  204956 249609 256799 0  256195 298116 293058 0  307434 341064 319913 0  358673 378453 338252 0  409912 410284 348959 0  461151 436557 352923 0  512390 457271 351029 0  563628 472427 344164 0 
 0 0 0 0  43191 58215.4 69364.5 0  86382.1 111808 128154 0  129573 160779 177097 0  172764 205127 216923 0  215955 244853 248361 0  259146 279957 272142 0  302337 310438 288993 0  345528 336297 299644 0  388719 357533 304824 0  431910 374147 305263 0  475101 386138 301690 0 
 0 0 0 0  35157.9 46430.9 55746.4 0  70315.8 89130.2 103091 0  105474 128098 142618 0  140632 163334 174911 0  175790 194838 200552 0  210947 222611 220126 0  246105 246652 234215 0  281263 266962 243404 0  316421 283540 248276 0  351579 296386 249414 0  386737 305500 247402 0 
 0 0 0 0  45908.8 58033.5 66202.8 0  91817.5 111199 121741 0  137726 159497 167372 0  183635 202928 203853 0  229544 241490 231943 0  275453 275185 252398 0  321361 304012 265977 0  367270 327971 273437 0  413179 347063 275536 0  459088 361286 273031 0  504996 370642 266681 0 
 0 0 0 0  40512.4 50470.4 60529.6 0  81024.7 96635.1 111785 0  121537 138494 154436 0  162049 176047 189152 0  202562 209294 216601 0  243074 238236 237454 0  283586 262871 252378 0  324099 283201 262044 0  364611 299225 267120 0  405124 310943 268276 0  445636 318355 266182 0 
 0 0 0 0  30571.3 39216 46302 0  61142.7 75178.3 85373 0  91714 107887 117723 0  122285 137341 143862 0  152857 163542 164299 0  183428 186489 179545 0  213999 206182 190110 0  244571 222621 196503 0  275142 235807 199235 0  305713 245739 198815 0  336285 252417 195753 0 
 0 0 0 0  33909.8 45185.4 52182.2 0  67819.5 86700.5 95998.2 0  101729 124545 132031 0  135639 158720 160863 0  169549 189224 183078 0  203459 216058 199258 0  237368 239222 209986 0  271278 258715 215845 0  305188 274538 217418 0  339098 286691 215288 0  373007 295173 210038 0 
