Virgin_Spawning_Biomass Spawning_Biomass_1971  SpBiom_2004_1 SpBiom_2005_1 SpBiom_2006_1 SpBiom_2007_1  SpBiom_2004_2 SpBiom_2005_2 SpBiom_2006_2 SpBiom_2007_2  SpBiom_2004_3 SpBiom_2005_3 SpBiom_2006_3 SpBiom_2007_3  SpBiom_2004_4 SpBiom_2005_4 SpBiom_2006_4 SpBiom_2007_4  SpBiom_2004_5 SpBiom_2005_5 SpBiom_2006_5 SpBiom_2007_5  SpBiom_2004_6 SpBiom_2005_6 SpBiom_2006_6 SpBiom_2007_6  SpBiom_2004_7 SpBiom_2005_7 SpBiom_2006_7 SpBiom_2007_7  SpBiom_2004_8 SpBiom_2005_8 SpBiom_2006_8 SpBiom_2007_8  SpBiom_2004_9 SpBiom_2005_9 SpBiom_2006_9 SpBiom_2007_9  SpBiom_2004_10 SpBiom_2005_10 SpBiom_2006_10 SpBiom_2007_10  SpBiom_2004_11 SpBiom_2005_11 SpBiom_2006_11 SpBiom_2007_11  SpBiom_2004_12 SpBiom_2005_12 SpBiom_2006_12 SpBiom_2007_12  
9.20569e+006 1.43072e+006  874106 1.00501e+006 1.27687e+006 2.73393e+006  874106 963151 1.18127e+006 2.56962e+006  874106 921296 1.09006e+006 2.41918e+006  874106 879441 1.00324e+006 2.28193e+006  874106 837585 920821 2.1572e+006  874106 795730 842798 2.04431e+006  874106 753875 769172 1.94259e+006  874106 712020 699941 1.85137e+006  874106 670165 635106 1.76995e+006  874106 628310 574668 1.69768e+006  874106 586454 518625 1.63387e+006  874106 544599 466979 1.57786e+006 
7.4192e+006 1.49364e+006  789015 917285 1.44893e+006 1.87951e+006  789015 882100 1.36244e+006 1.72577e+006  789015 846915 1.27967e+006 1.58438e+006  789015 811730 1.2006e+006 1.45478e+006  789015 776545 1.12524e+006 1.33638e+006  789015 741360 1.05359e+006 1.22862e+006  789015 706175 985650 1.1309e+006  789015 670990 921416 1.04267e+006  789015 635805 860890 963335  789015 600620 804072 892328  789015 565435 750963 829070  789015 530250 701561 772985 
8.67805e+006 1.44901e+006  847601 980782 1.24512e+006 1.42821e+006  847601 943957 1.15725e+006 1.28061e+006  847601 907131 1.07318e+006 1.14555e+006  847601 870306 992902 1.02247e+006  847601 833480 916413 910759  847601 796654 843715 809848  847601 759829 774809 719150  847601 723003 709695 638081  847601 686178 648372 566056  847601 649352 590840 502492  847601 612527 537101 446805  847601 575701 487152 398410 
7.25741e+006 1.50892e+006  962420 1.09813e+006 1.308e+006 3.42074e+006  962420 1.0543e+006 1.2073e+006 3.2447e+006  962420 1.01047e+006 1.11113e+006 3.08316e+006  962420 966640 1.01948e+006 2.93543e+006  962420 922812 932366 2.80082e+006  962420 878983 849778 2.67863e+006  962420 835155 771718 2.56817e+006  962420 791327 698187 2.46874e+006  962420 747498 629183 2.37966e+006  962420 703670 564707 2.30023e+006  962420 659842 504760 2.22975e+006  962420 616013 449340 2.16754e+006 
7.8174e+006 1.51088e+006  988853 1.10971e+006 1.60242e+006 2.26826e+006  988853 1.06442e+006 1.49782e+006 2.08952e+006  988853 1.01913e+006 1.3979e+006 1.92568e+006  988853 973840 1.30265e+006 1.77604e+006  988853 928549 1.21208e+006 1.63987e+006  988853 883258 1.12618e+006 1.51647e+006  988853 837967 1.04497e+006 1.40512e+006  988853 792676 968426 1.3051e+006  988853 747385 896561 1.21571e+006  988853 702094 829373 1.13623e+006  988853 656804 766861 1.06594e+006  988853 611513 709026 1.00413e+006 
7.90974e+006 1.46325e+006  1.21456e+006 1.37598e+006 1.70094e+006 1.94923e+006  1.21456e+006 1.3266e+006 1.58031e+006 1.74606e+006  1.21456e+006 1.27721e+006 1.46475e+006 1.56002e+006  1.21456e+006 1.22782e+006 1.35424e+006 1.39033e+006  1.21456e+006 1.17843e+006 1.24879e+006 1.23622e+006  1.21456e+006 1.12904e+006 1.1484e+006 1.0969e+006  1.21456e+006 1.07966e+006 1.05307e+006 971599  1.21456e+006 1.03027e+006 962800 859535  1.21456e+006 980880 877584 759930  1.21456e+006 931492 797428 672005  1.21456e+006 882104 722329 594982  1.21456e+006 832715 652289 528082 
9.43345e+006 1.43129e+006  979397 1.13609e+006 2.14292e+006 2.90291e+006  979397 1.09282e+006 2.03549e+006 2.70381e+006  979397 1.04955e+006 1.93256e+006 2.51968e+006  979397 1.00627e+006 1.83412e+006 2.34985e+006  979397 963003 1.74016e+006 2.19361e+006  979397 919732 1.65071e+006 2.05028e+006  979397 876461 1.56574e+006 1.91917e+006  979397 833190 1.48526e+006 1.79958e+006  979397 789919 1.40928e+006 1.69082e+006  979397 746648 1.33779e+006 1.59221e+006  979397 703378 1.27079e+006 1.50306e+006  979397 660107 1.20829e+006 1.42266e+006 
9.26877e+006 1.42329e+006  1.24279e+006 1.44628e+006 1.99526e+006 3.41121e+006  1.24279e+006 1.39287e+006 1.86478e+006 3.18147e+006  1.24279e+006 1.33945e+006 1.73987e+006 2.97033e+006  1.24279e+006 1.28603e+006 1.62052e+006 2.77691e+006  1.24279e+006 1.23261e+006 1.50674e+006 2.60037e+006  1.24279e+006 1.17919e+006 1.39852e+006 2.43985e+006  1.24279e+006 1.12577e+006 1.29587e+006 2.29448e+006  1.24279e+006 1.07235e+006 1.19878e+006 2.16341e+006  1.24279e+006 1.01894e+006 1.10726e+006 2.04578e+006  1.24279e+006 965518 1.0213e+006 1.94073e+006  1.24279e+006 912099 940907 1.8474e+006  1.24279e+006 858681 866079 1.76494e+006 
9.34993e+006 1.40494e+006  1.00675e+006 1.15743e+006 1.6543e+006 2.05408e+006  1.00675e+006 1.11214e+006 1.54679e+006 1.87056e+006  1.00675e+006 1.06684e+006 1.44399e+006 1.70235e+006  1.00675e+006 1.02155e+006 1.34591e+006 1.54875e+006  1.00675e+006 976255 1.25254e+006 1.40901e+006  1.00675e+006 930960 1.16388e+006 1.28242e+006  1.00675e+006 885665 1.07993e+006 1.16826e+006  1.00675e+006 840371 1.00071e+006 1.06579e+006  1.00675e+006 795076 926189 974305  1.00675e+006 749781 856386 893069  1.00675e+006 704486 791297 821361  1.00675e+006 659191 730922 758458 
7.84717e+006 1.32351e+006  1.06879e+006 1.20195e+006 1.72246e+006 1.98641e+006  1.06879e+006 1.15349e+006 1.61127e+006 1.80057e+006  1.06879e+006 1.10502e+006 1.50504e+006 1.63038e+006  1.06879e+006 1.05656e+006 1.40377e+006 1.47511e+006  1.06879e+006 1.00809e+006 1.30745e+006 1.33401e+006  1.06879e+006 959625 1.21608e+006 1.20632e+006  1.06879e+006 911159 1.12966e+006 1.0913e+006  1.06879e+006 862694 1.0482e+006 988206  1.06879e+006 814228 971697 896281  1.06879e+006 765762 900145 814781  1.06879e+006 717297 833547 742957  1.06879e+006 668831 771903 680062 
7.20961e+006 1.37775e+006  1.03999e+006 1.19998e+006 1.42861e+006 1.58154e+006  1.03999e+006 1.1554e+006 1.32111e+006 1.40336e+006  1.03999e+006 1.11081e+006 1.21824e+006 1.24061e+006  1.03999e+006 1.06622e+006 1.12001e+006 1.09257e+006  1.03999e+006 1.02163e+006 1.02643e+006 958521  1.03999e+006 977045 937473 837754  1.03999e+006 932457 853160 729551  1.03999e+006 887869 773484 633196  1.03999e+006 843282 698447 547973  1.03999e+006 798694 628048 473168  1.03999e+006 754106 562287 408063  1.03999e+006 709518 501164 351945 
7.21114e+006 1.31855e+006  1.23507e+006 1.43032e+006 1.72376e+006 1.8934e+006  1.23507e+006 1.37455e+006 1.59181e+006 1.67665e+006  1.23507e+006 1.31877e+006 1.46572e+006 1.47898e+006  1.23507e+006 1.263e+006 1.34549e+006 1.29948e+006  1.23507e+006 1.20722e+006 1.23113e+006 1.13725e+006  1.23507e+006 1.15145e+006 1.12263e+006 991380  1.23507e+006 1.09568e+006 1.02e+006 860970  1.23507e+006 1.0399e+006 923237 745114  1.23507e+006 984129 832335 642905  1.23507e+006 928355 747298 553439  1.23507e+006 872581 668126 475811  1.23507e+006 816807 594818 409115 
6.78629e+006 1.34912e+006  1.01564e+006 1.20486e+006 1.72344e+006 1.92466e+006  1.01564e+006 1.15656e+006 1.61067e+006 1.73255e+006  1.01564e+006 1.10826e+006 1.50295e+006 1.55659e+006  1.01564e+006 1.05996e+006 1.40028e+006 1.396e+006  1.01564e+006 1.01166e+006 1.30264e+006 1.25002e+006  1.01564e+006 963361 1.21005e+006 1.11788e+006  1.01564e+006 915061 1.1225e+006 998787  1.01564e+006 866760 1.03999e+006 891986  1.01564e+006 818460 962529 796700  1.01564e+006 770160 890109 712156  1.01564e+006 721859 822732 637582  1.01564e+006 673559 760397 572204 
6.75451e+006 1.43192e+006  1.00298e+006 1.16425e+006 1.73268e+006 1.96863e+006  1.00298e+006 1.11773e+006 1.62344e+006 1.78033e+006  1.00298e+006 1.07121e+006 1.51904e+006 1.60762e+006  1.00298e+006 1.02469e+006 1.41948e+006 1.44977e+006  1.00298e+006 978177 1.32476e+006 1.30603e+006  1.00298e+006 931660 1.23488e+006 1.17567e+006  1.00298e+006 885143 1.14984e+006 1.05793e+006  1.00298e+006 838626 1.06964e+006 952086  1.00298e+006 792108 994273 857387  1.00298e+006 745591 923749 773096  1.00298e+006 699074 858065 698469  1.00298e+006 652557 797221 632767 
6.59206e+006 1.43607e+006  827254 951878 1.48581e+006 1.67645e+006  827254 914232 1.39517e+006 1.51767e+006  827254 876585 1.3085e+006 1.37188e+006  827254 838939 1.22578e+006 1.23846e+006  827254 801293 1.14703e+006 1.1168e+006  827254 763646 1.07223e+006 1.00628e+006  827254 726000 1.0014e+006 906305  827254 688354 934525 816251  827254 650707 871611 735509  827254 613061 812657 663466  827254 575415 757664 599509  827254 537769 706630 543028 
6.78323e+006 1.36654e+006  1.25775e+006 1.45116e+006 1.94434e+006 2.17611e+006  1.25775e+006 1.39333e+006 1.80991e+006 1.95078e+006  1.25775e+006 1.3355e+006 1.68149e+006 1.74472e+006  1.25775e+006 1.27767e+006 1.55906e+006 1.557e+006  1.25775e+006 1.21984e+006 1.44263e+006 1.38671e+006  1.25775e+006 1.16201e+006 1.3322e+006 1.23293e+006  1.25775e+006 1.10418e+006 1.22777e+006 1.09474e+006  1.25775e+006 1.04635e+006 1.12933e+006 971227  1.25775e+006 988517 1.0369e+006 861469  1.25775e+006 930687 950460 764548  1.25775e+006 872857 870021 679547  1.25775e+006 815027 795581 605547 
6.89063e+006 1.28299e+006  1.28156e+006 1.50707e+006 2.21344e+006 2.855e+006  1.28156e+006 1.45194e+006 2.07832e+006 2.61811e+006  1.28156e+006 1.39682e+006 1.94893e+006 2.40037e+006  1.28156e+006 1.34169e+006 1.82525e+006 2.20091e+006  1.28156e+006 1.28656e+006 1.7073e+006 2.01883e+006  1.28156e+006 1.23143e+006 1.59506e+006 1.85326e+006  1.28156e+006 1.1763e+006 1.48855e+006 1.70332e+006  1.28156e+006 1.12118e+006 1.38776e+006 1.56813e+006  1.28156e+006 1.06605e+006 1.29269e+006 1.44681e+006  1.28156e+006 1.01092e+006 1.20333e+006 1.33848e+006  1.28156e+006 955791 1.1197e+006 1.24225e+006  1.28156e+006 900663 1.04179e+006 1.15725e+006 
6.66466e+006 1.32049e+006  1.36803e+006 1.60995e+006 2.6415e+006 2.96927e+006  1.36803e+006 1.54871e+006 2.49298e+006 2.70632e+006  1.36803e+006 1.48748e+006 2.3508e+006 2.46432e+006  1.36803e+006 1.42625e+006 2.21497e+006 2.24229e+006  1.36803e+006 1.36501e+006 2.08548e+006 2.03926e+006  1.36803e+006 1.30378e+006 1.96234e+006 1.85425e+006  1.36803e+006 1.24254e+006 1.84555e+006 1.68629e+006  1.36803e+006 1.18131e+006 1.7351e+006 1.53441e+006  1.36803e+006 1.12007e+006 1.631e+006 1.39762e+006  1.36803e+006 1.05884e+006 1.53325e+006 1.27496e+006  1.36803e+006 997602 1.44184e+006 1.16544e+006  1.36803e+006 936368 1.35678e+006 1.0681e+006 
7.13887e+006 1.33427e+006  1.30572e+006 1.51456e+006 2.11003e+006 2.33161e+006  1.30572e+006 1.45542e+006 1.97171e+006 2.09914e+006  1.30572e+006 1.39628e+006 1.83949e+006 1.88632e+006  1.30572e+006 1.33714e+006 1.71338e+006 1.69222e+006  1.30572e+006 1.27799e+006 1.59337e+006 1.51591e+006  1.30572e+006 1.21885e+006 1.47947e+006 1.35645e+006  1.30572e+006 1.15971e+006 1.37167e+006 1.21292e+006  1.30572e+006 1.10057e+006 1.26998e+006 1.08438e+006  1.30572e+006 1.04143e+006 1.1744e+006 969893  1.30572e+006 982289 1.08492e+006 868533  1.30572e+006 923148 1.00154e+006 779366  1.30572e+006 864007 924270 701459 
7.90582e+006 1.40746e+006  841664 1.00619e+006 1.36581e+006 2.14477e+006  841664 969811 1.277e+006 1.98872e+006  841664 933436 1.19195e+006 1.84528e+006  841664 897061 1.11067e+006 1.71388e+006  841664 860686 1.03315e+006 1.59393e+006  841664 824311 959388 1.48486e+006  841664 787936 889392 1.38608e+006  841664 751560 823160 1.29702e+006  841664 715185 760690 1.2171e+006  841664 678810 701984 1.14572e+006  841664 642435 647041 1.08233e+006  841664 606060 595860 1.02633e+006 
8.86003e+006 1.39146e+006  892138 1.07326e+006 1.69853e+006 2.02283e+006  892138 1.03459e+006 1.60342e+006 1.85359e+006  892138 995933 1.5123e+006 1.69773e+006  892138 957271 1.42517e+006 1.55464e+006  892138 918609 1.34204e+006 1.42371e+006  892138 879947 1.26289e+006 1.30433e+006  892138 841285 1.18774e+006 1.19587e+006  892138 802623 1.11658e+006 1.09774e+006  892138 763961 1.04942e+006 1.0093e+006  892138 725299 986241 929958  892138 686637 927058 859090  892138 647975 871867 796085 
8.71724e+006 1.45481e+006  1.07934e+006 1.32698e+006 2.06446e+006 2.38856e+006  1.07934e+006 1.276e+006 1.94279e+006 2.17377e+006  1.07934e+006 1.22502e+006 1.82645e+006 1.9763e+006  1.07934e+006 1.17404e+006 1.71543e+006 1.79532e+006  1.07934e+006 1.12306e+006 1.60972e+006 1.63003e+006  1.07934e+006 1.07208e+006 1.50934e+006 1.47961e+006  1.07934e+006 1.02111e+006 1.41427e+006 1.34324e+006  1.07934e+006 970127 1.32453e+006 1.2201e+006  1.07934e+006 919148 1.2401e+006 1.10939e+006  1.07934e+006 868170 1.16099e+006 1.01028e+006  1.07934e+006 817191 1.0872e+006 921956  1.07934e+006 766212 1.01873e+006 843607 
9.76011e+006 1.43274e+006  1.0596e+006 1.25757e+006 1.58136e+006 2.08759e+006  1.0596e+006 1.20844e+006 1.46727e+006 1.89679e+006  1.0596e+006 1.15931e+006 1.35827e+006 1.72235e+006  1.0596e+006 1.11018e+006 1.25438e+006 1.56349e+006  1.0596e+006 1.06105e+006 1.15557e+006 1.41945e+006  1.0596e+006 1.01192e+006 1.06187e+006 1.28942e+006  1.0596e+006 962786 973253 1.17264e+006  1.0596e+006 913656 889737 1.06833e+006  1.0596e+006 864525 811316 975707  1.0596e+006 815394 737991 893988  1.0596e+006 766264 669761 822395  1.0596e+006 717133 606626 760148 
8.36625e+006 1.40747e+006  1.03195e+006 1.2535e+006 1.4577e+006 1.68565e+006  1.03195e+006 1.20847e+006 1.35016e+006 1.50599e+006  1.03195e+006 1.16344e+006 1.24723e+006 1.34165e+006  1.03195e+006 1.11841e+006 1.14893e+006 1.19192e+006  1.03195e+006 1.07338e+006 1.05524e+006 1.05609e+006  1.03195e+006 1.02835e+006 966176 933457  1.03195e+006 983317 881726 823308  1.03195e+006 938286 801894 724934  1.03195e+006 893255 726680 637628  1.03195e+006 848224 656084 560680  1.03195e+006 803193 590106 493383  1.03195e+006 758161 528746 435027 
8.15434e+006 1.42429e+006  1.12223e+006 1.33744e+006 1.52494e+006 1.78405e+006  1.12223e+006 1.28965e+006 1.40918e+006 1.5911e+006  1.12223e+006 1.24187e+006 1.29837e+006 1.41471e+006  1.12223e+006 1.19408e+006 1.1925e+006 1.25414e+006  1.12223e+006 1.14629e+006 1.09157e+006 1.10861e+006  1.12223e+006 1.09851e+006 995589 977365  1.12223e+006 1.05072e+006 904553 859638  1.12223e+006 1.00294e+006 818463 754670  1.12223e+006 955150 737317 661696  1.12223e+006 907364 661116 579955  1.12223e+006 859578 589861 508685  1.12223e+006 811792 523550 447122 
8.19445e+006 1.37704e+006  1.14269e+006 1.32403e+006 1.47677e+006 1.66651e+006  1.14269e+006 1.27452e+006 1.35965e+006 1.47489e+006  1.14269e+006 1.22501e+006 1.24762e+006 1.30008e+006  1.14269e+006 1.1755e+006 1.1407e+006 1.14129e+006  1.14269e+006 1.12599e+006 1.03889e+006 997750  1.14269e+006 1.07648e+006 942179 868661  1.14269e+006 1.02698e+006 850574 753246  1.14269e+006 977467 764074 650718  1.14269e+006 927958 682678 560294  1.14269e+006 878450 606387 481189  1.14269e+006 828941 535201 412619  1.14269e+006 779433 469119 353800 
7.64995e+006 1.42288e+006  1.08216e+006 1.24657e+006 1.42684e+006 1.81762e+006  1.08216e+006 1.19719e+006 1.31297e+006 1.63217e+006  1.08216e+006 1.1478e+006 1.20422e+006 1.46314e+006  1.08216e+006 1.09841e+006 1.1006e+006 1.30975e+006  1.08216e+006 1.04903e+006 1.00212e+006 1.17122e+006  1.08216e+006 999638 908763 1.04676e+006  1.08216e+006 950251 820538 935576  1.08216e+006 900864 737443 836892  1.08216e+006 851476 659478 749917  1.08216e+006 802089 586643 673866  1.08216e+006 752702 518938 607953  1.08216e+006 703315 456363 551392 
7.11191e+006 1.39131e+006  1.04495e+006 1.19971e+006 1.33585e+006 1.55398e+006  1.04495e+006 1.15042e+006 1.22358e+006 1.37478e+006  1.04495e+006 1.10113e+006 1.11649e+006 1.21191e+006  1.04495e+006 1.05184e+006 1.01457e+006 1.06457e+006  1.04495e+006 1.00255e+006 917832 931975  1.04495e+006 953254 826267 813322  1.04495e+006 903963 739878 707819  1.04495e+006 854671 658666 614672  1.04495e+006 805380 582629 533086  1.04495e+006 756088 511768 462267  1.04495e+006 706797 446083 401421  1.04495e+006 657506 385574 349752 
7.43153e+006 1.37869e+006  1.11466e+006 1.27237e+006 1.49032e+006 2.91133e+006  1.11466e+006 1.22081e+006 1.37244e+006 2.71408e+006  1.11466e+006 1.16925e+006 1.25992e+006 2.53385e+006  1.11466e+006 1.11769e+006 1.15277e+006 2.36982e+006  1.11466e+006 1.06613e+006 1.05098e+006 2.22116e+006  1.11466e+006 1.01457e+006 954564 2.08706e+006  1.11466e+006 963013 863510 1.9667e+006  1.11466e+006 911453 777821 1.85924e+006  1.11466e+006 859893 697498 1.76389e+006  1.11466e+006 808333 622541 1.6798e+006  1.11466e+006 756773 552949 1.60616e+006  1.11466e+006 705213 488723 1.54216e+006 
7.15669e+006 1.35719e+006  1.3973e+006 1.59434e+006 2.11922e+006 2.3254e+006  1.3973e+006 1.52965e+006 1.96823e+006 2.0744e+006  1.3973e+006 1.46496e+006 1.82403e+006 1.84518e+006  1.3973e+006 1.40026e+006 1.68662e+006 1.63669e+006  1.3973e+006 1.33557e+006 1.55601e+006 1.44789e+006  1.3973e+006 1.27087e+006 1.43219e+006 1.27772e+006  1.3973e+006 1.20618e+006 1.31516e+006 1.12515e+006  1.3973e+006 1.14149e+006 1.20493e+006 989136  1.3973e+006 1.07679e+006 1.1015e+006 868624  1.3973e+006 1.0121e+006 1.00485e+006 762575  1.3973e+006 947405 915000 669941  1.3973e+006 882711 831943 589680 
6.80702e+006 1.36837e+006  1.54886e+006 1.80091e+006 2.09948e+006 2.55607e+006  1.54886e+006 1.7328e+006 1.93516e+006 2.28401e+006  1.54886e+006 1.66469e+006 1.77803e+006 2.03577e+006  1.54886e+006 1.59658e+006 1.62809e+006 1.81022e+006  1.54886e+006 1.52847e+006 1.48534e+006 1.60624e+006  1.54886e+006 1.46036e+006 1.34978e+006 1.42274e+006  1.54886e+006 1.39225e+006 1.22142e+006 1.25858e+006  1.54886e+006 1.32414e+006 1.10024e+006 1.11265e+006  1.54886e+006 1.25604e+006 986261 983836  1.54886e+006 1.18793e+006 879469 871026  1.54886e+006 1.11982e+006 779868 773100  1.54886e+006 1.05171e+006 687458 688944 
6.71941e+006 1.39047e+006  1.50261e+006 1.76138e+006 2.01376e+006 2.17277e+006  1.50261e+006 1.69154e+006 1.85276e+006 1.91265e+006  1.50261e+006 1.62169e+006 1.69903e+006 1.6758e+006  1.50261e+006 1.55185e+006 1.55259e+006 1.4611e+006  1.50261e+006 1.482e+006 1.41343e+006 1.26743e+006  1.50261e+006 1.41216e+006 1.28155e+006 1.09368e+006  1.50261e+006 1.34232e+006 1.15695e+006 938729  1.50261e+006 1.27247e+006 1.03963e+006 801463  1.50261e+006 1.20263e+006 929591 680767  1.50261e+006 1.13279e+006 826832 575523  1.50261e+006 1.06294e+006 731352 484616  1.50261e+006 993100 643153 406930 
6.66919e+006 1.3867e+006  1.3749e+006 1.66825e+006 1.90976e+006 4.7115e+006  1.3749e+006 1.60514e+006 1.76023e+006 4.4492e+006  1.3749e+006 1.54203e+006 1.6173e+006 4.20854e+006  1.3749e+006 1.47892e+006 1.48097e+006 3.98849e+006  1.3749e+006 1.41581e+006 1.35124e+006 3.78804e+006  1.3749e+006 1.3527e+006 1.22811e+006 3.60617e+006  1.3749e+006 1.28959e+006 1.11157e+006 3.44186e+006  1.3749e+006 1.22648e+006 1.00164e+006 3.2941e+006  1.3749e+006 1.16336e+006 898302 3.16186e+006  1.3749e+006 1.10025e+006 801565 3.04413e+006  1.3749e+006 1.03714e+006 711427 2.93989e+006  1.3749e+006 974034 627887 2.84812e+006 
7.02473e+006 1.41074e+006  1.50129e+006 1.86115e+006 2.18051e+006 2.38499e+006  1.50129e+006 1.79134e+006 2.01402e+006 2.10811e+006  1.50129e+006 1.72154e+006 1.85483e+006 1.8553e+006  1.50129e+006 1.65173e+006 1.70295e+006 1.62544e+006  1.50129e+006 1.58193e+006 1.55837e+006 1.41739e+006  1.50129e+006 1.51212e+006 1.4211e+006 1.23002e+006  1.50129e+006 1.44232e+006 1.29114e+006 1.06221e+006  1.50129e+006 1.37251e+006 1.16848e+006 912830  1.50129e+006 1.30271e+006 1.05312e+006 780743  1.50129e+006 1.2329e+006 945072 664825  1.50129e+006 1.1631e+006 844329 563946  1.50129e+006 1.09329e+006 750891 476976 
6.9196e+006 1.32658e+006  1.21526e+006 1.43069e+006 1.70667e+006 2.64385e+006  1.21526e+006 1.37377e+006 1.57429e+006 2.42197e+006  1.21526e+006 1.31686e+006 1.44787e+006 2.21929e+006  1.21526e+006 1.25994e+006 1.32743e+006 2.03489e+006  1.21526e+006 1.20302e+006 1.21295e+006 1.86785e+006  1.21526e+006 1.1461e+006 1.10443e+006 1.71725e+006  1.21526e+006 1.08918e+006 1.00189e+006 1.58217e+006  1.21526e+006 1.03227e+006 905310 1.4617e+006  1.21526e+006 975349 814698 1.35491e+006  1.21526e+006 918431 730054 1.26089e+006  1.21526e+006 861513 651376 1.17871e+006  1.21526e+006 804595 578665 1.10746e+006 
6.81158e+006 1.2662e+006  1.01541e+006 1.28628e+006 1.65412e+006 1.83134e+006  1.01541e+006 1.23907e+006 1.54008e+006 1.63666e+006  1.01541e+006 1.19185e+006 1.43098e+006 1.45837e+006  1.01541e+006 1.14464e+006 1.32682e+006 1.29568e+006  1.01541e+006 1.09742e+006 1.22761e+006 1.14786e+006  1.01541e+006 1.05021e+006 1.13334e+006 1.01412e+006  1.01541e+006 1.00299e+006 1.04401e+006 893706  1.01541e+006 955775 959629 785857  1.01541e+006 908560 880186 689807  1.01541e+006 861345 805685 604793  1.01541e+006 814129 736127 530051  1.01541e+006 766914 671511 464818 
6.71334e+006 1.34445e+006  1.12229e+006 1.3888e+006 1.77573e+006 2.02691e+006  1.12229e+006 1.33671e+006 1.65227e+006 1.81794e+006  1.12229e+006 1.28461e+006 1.53421e+006 1.62664e+006  1.12229e+006 1.23252e+006 1.42155e+006 1.45219e+006  1.12229e+006 1.18043e+006 1.31429e+006 1.29374e+006  1.12229e+006 1.12834e+006 1.21244e+006 1.15048e+006  1.12229e+006 1.07625e+006 1.11598e+006 1.02157e+006  1.12229e+006 1.02416e+006 1.02493e+006 906181  1.12229e+006 972068 939281 803490  1.12229e+006 919977 859032 712663  1.12229e+006 867886 784184 632872  1.12229e+006 815795 714738 563288 
6.8151e+006 1.37951e+006  1.24748e+006 1.50283e+006 1.79083e+006 2.28195e+006  1.24748e+006 1.44906e+006 1.66012e+006 2.06012e+006  1.24748e+006 1.39529e+006 1.53497e+006 1.85699e+006  1.24748e+006 1.34152e+006 1.41536e+006 1.67171e+006  1.24748e+006 1.28775e+006 1.3013e+006 1.50343e+006  1.24748e+006 1.23398e+006 1.19279e+006 1.35127e+006  1.24748e+006 1.18021e+006 1.08983e+006 1.21439e+006  1.24748e+006 1.12644e+006 992425 1.09193e+006  1.24748e+006 1.07267e+006 900564 983029  1.24748e+006 1.0189e+006 814252 886830  1.24748e+006 965129 733490 802475  1.24748e+006 911359 658276 729108 
6.83822e+006 1.40078e+006  1.13505e+006 1.32645e+006 1.59693e+006 1.81594e+006  1.13505e+006 1.27853e+006 1.48143e+006 1.62241e+006  1.13505e+006 1.23061e+006 1.37084e+006 1.44533e+006  1.13505e+006 1.1827e+006 1.26516e+006 1.28392e+006  1.13505e+006 1.13478e+006 1.16438e+006 1.13745e+006  1.13505e+006 1.08686e+006 1.06851e+006 1.00516e+006  1.13505e+006 1.03894e+006 977557 886284  1.13505e+006 991027 891507 780079  1.13505e+006 943110 810365 685789  1.13505e+006 895192 734132 602660  1.13505e+006 847275 662807 529937  1.13505e+006 799357 596390 466868 
6.76325e+006 1.44352e+006  1.0702e+006 1.26812e+006 1.56225e+006 2.22067e+006  1.0702e+006 1.22194e+006 1.45195e+006 2.03318e+006  1.0702e+006 1.17576e+006 1.34637e+006 1.86133e+006  1.0702e+006 1.12958e+006 1.24552e+006 1.70442e+006  1.0702e+006 1.08341e+006 1.14939e+006 1.5617e+006  1.0702e+006 1.03723e+006 1.05798e+006 1.43248e+006  1.0702e+006 991049 971292 1.31601e+006  1.0702e+006 944870 889330 1.21158e+006  1.0702e+006 898691 812090 1.11847e+006  1.0702e+006 852512 739574 1.03596e+006  1.0702e+006 806334 671780 963318  1.0702e+006 760155 608710 899831 
7.09679e+006 1.41665e+006  1.18766e+006 1.46613e+006 1.94125e+006 2.17173e+006  1.18766e+006 1.41357e+006 1.8134e+006 1.95144e+006  1.18766e+006 1.36101e+006 1.69096e+006 1.74931e+006  1.18766e+006 1.30845e+006 1.57393e+006 1.56451e+006  1.18766e+006 1.25588e+006 1.46232e+006 1.39621e+006  1.18766e+006 1.20332e+006 1.35613e+006 1.24357e+006  1.18766e+006 1.15076e+006 1.25534e+006 1.10577e+006  1.18766e+006 1.0982e+006 1.15998e+006 981963  1.18766e+006 1.04563e+006 1.07003e+006 871324  1.18766e+006 993073 985491 773019  1.18766e+006 940510 906370 686214  1.18766e+006 887948 832663 610077 
6.68783e+006 1.39037e+006  1.03372e+006 1.22316e+006 1.58236e+006 1.79938e+006  1.03372e+006 1.17724e+006 1.47236e+006 1.61342e+006  1.03372e+006 1.13131e+006 1.36713e+006 1.44322e+006  1.03372e+006 1.08538e+006 1.26668e+006 1.28805e+006  1.03372e+006 1.03946e+006 1.171e+006 1.14717e+006  1.03372e+006 993530 1.0801e+006 1.01985e+006  1.03372e+006 947603 993964 905352  1.03372e+006 901676 912604 802938  1.03372e+006 855749 836017 711874  1.03372e+006 809822 764203 631425  1.03372e+006 763895 697163 560855  1.03372e+006 717968 634895 499429 
